id,identificador,nro_encuesta,zona,asentamiento,ciudad,tipo_formacion,tipo_formacion_otro,origen,origen_otro,poblador_mas_antiguo,poblador_mas_nuevo,superficie,numero_lotes,medida_lotes,numero_aprox_viviendas,numero_aprox_viviendas_precarias,numero_aprox_viviendas_precarias_otro,multiples_familias,tipo_propiedad,tipo_propiedad_fiscal,esta_loteada,plano_aprobado_muni,plano_aprobado_sas,conocimiento_adjudicacion,encargado_asignacion_lotes,encargado_asignacion_lotes_otros,ultima_salida_familia,desalojos,titulo_lotes,proceso_de_transferencia_titulos,razon_proceso_legalizacion,razon_proceso_legalizacion_otro,apoyo_organizacion,institucion_encargada_legalizacion,instucion_encargada_legalizacion_otro,legalizacion_etapa,legalizacion_etapa_otro,lotes_vendidos,lotes_vendidos_responsables,lotes_vendidos_precio,lotes_vendidos_destino,lotes_vendidos_destino_otro,excretas,escretas_otros,agua_tipo_provision,agua_tipo_conexion_regular,agua_tipo_provision_otro,agua_cantidad_familias,energia_tipo_provision,energia_cantidad_medidor,agua,agua_tiempo_tramites,agua_ano_obtencion,energia,energia_tiempo_tramites,energia_ano_obtencion,eliminacion_basura_tipo,eliminacion_basura_tipo_otro,cocina_metodo,cocina_metodo_otro,vias_acceso_material,vias_acceso_material_otro,caminos_material,caminos_material_otro,caminos_estado,calles_delimitadas_nombradas,calles_delimitadas_nombradas_otro,alumbrado_publico,alumbrado_publico_otro,alumbrado_publico_extension,alumbrado_publico_extension_otro,ong_asistencia,ong_proyectos,ong_familias_beneficiadas,ong_inicio_trabajos,programas_viviendas,programas_viviendas_lista,programas_viviendas_tipo,comision_vecinal,cooperativa,comedores,junta_saneamiento,guarderias,otras_organizaciones_asentamiento,ninguna_organizacion,comision_vecinal_participantes,organizacion_social_otro,comision_vecinal_eleccion_mecanismo,ribera_rio,arroyo,cerro,basurero,lineas_alta_tension,barrio_residencial,barranco,cantera,humedales,fabricas,ruta,lugares_cercanos_otro,distanica_comisaria,distancia_fiscalia_barrial,distancia_puesto_salud,distancia_hospital_publico,distancia_escuela_publica,distancia_escuela_privada,distancia_colegio_nacional,distancia_universidad,distancia_instituto_tecnico,distancia_transporte_publico,distancia_supermercado,distancia_centro_comunitario,distancia_cancha_deportiva,distancia_iglesia,distancia_zona_verde,distancia_comite_politico,obs_generales_lugar,problema_violencia,problema_desempleo,problema_drogadiccion,problema_educacion,problema_agua_potable,problema_salud,problema_falta_energia,problema_eliminacion_basura,problema_camino,problema_union_vecinos,problema_otro,aspectos_positivos,observaciones_grales,datos_adjuntos,asentamiento_intervenido_techo,field_133,poligono,poligono_geojson
320,85,398,,12 de enero,luque,migracion por factores economicos,,ocupacion ilegal,,1997,mas de 10 años,5000,17,270,17,0,,si,fiscal,Asurcapion,si,si,no,si,comision vecinal,,mas de 2 años,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,,finalizando,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo privado,,,100,ANDE,100,si,entre 1 y 3 meses,,si,entre 6 meses y un año,,servicio de recolección pagado,,,,tierra,,,,malo,únicamente en la calle principal del barrio,,provistos por el estado,,,en cada esquina,no,,,,no,,toda ayuda sera bien recibida,si,no,no,no,no,,no,17,,con la municipalidad y el tsje,si,no,no,no,no,no,no,no,no,si,si,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,1,,,,,,,2,,,"la unidad entre los vecinos y la disposicion, la humildad",,,no,,"POLYGON((-57.5065483968683 -25.2876817518889,-57.5065263005779 -25.2869962057684,-57.5059122318715 -25.2868760970796,-57.5059502353037 -25.2877151434753,-57.5065483968683 -25.2876817518889))","{""type"":""Polygon"",""coordinates"":[[[-57.5065483968683,-25.2876817518889],[-57.5065263005779,-25.2869962057684],[-57.5059122318715,-25.2868760970796],[-57.5059502353037,-25.2877151434753],[-57.5065483968683,-25.2876817518889]]]}"
321,84,166,8,vy'a renda,limpio,migracion por factores economicos,,e,permiso municipal,2004,menos de 1 año,15000,42,300,42,30,,si,fiscal,municipal,no,no,no,si,comision vecinal,,mas de 2 años,no,si,,,en proceso,no,,,iniciando,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",,40,ANDE,40,si,mas de un año,,si,mas de un año,,tira y quema,,gas,,tierra,,tierra,,regular,en algunas de las calles del barrio,,no,,,,no,,,,no,,todo que sea de beneficio de la comunidad,si,no,no,no,no,,no,12,,votación regulada por la municipalidad,no,no,no,no,no,no,no,no,si,no,no,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,,1,,3,,2,,,4,,,"solidaridad, tolerancia",,,no,,"POLYGON((-57.453873234787 -25.1768288020954,-57.4539154701034 -25.1767199640659,-57.4533723220404 -25.176061503831,-57.4529775178198 -25.1763899492003,-57.453266820905 -25.1784607225339,-57.4540966900532 -25.1785058578811,-57.4539120356644 -25.1775318571926,-57.4538799853675 -25.1769532991035,-57.453873234787 -25.1768288020954))","{""type"":""Polygon"",""coordinates"":[[[-57.453873234787,-25.1768288020954],[-57.4539154701034,-25.1767199640659],[-57.4533723220404,-25.176061503831],[-57.4529775178198,-25.1763899492003],[-57.453266820905,-25.1784607225339],[-57.4540966900532,-25.1785058578811],[-57.4539120356644,-25.1775318571926],[-57.4538799853675,-25.1769532991035],[-57.453873234787,-25.1768288020954]]]}"
322,83,172,12,santo domingo salado i,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2006,entre 5 y 10 años,40000,75,250,75,3,,si,privada,,si,si,si,si,sas,,menos de 1 mes,no,si,invalid,,,,,,,,si,los propios vecinos,mas de 1.000.000Gs,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,ANDE,100,si,mas de un año,,si,entre 3 y 6 meses,,tira y quema,,gas,,tierra,,tierra,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,no,,,,si,"tekopora, senavitat",fonavis,si,no,no,no,no,,no,50,,votacion de los vecinos,no,no,no,no,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),,,2,,3,,1,,4,5,,,"la seguridad entre tods, tranquilidad entre los vecinos",,,no,,"POLYGON((-57.4442418130022 -25.158917021473,-57.443618308479 -25.1561010610248,-57.4424436311504 -25.1563290267094,-57.4430702613897 -25.1588522571894,-57.4442418130022 -25.158917021473))","{""type"":""Polygon"",""coordinates"":[[[-57.4442418130022,-25.158917021473],[-57.443618308479,-25.1561010610248],[-57.4424436311504,-25.1563290267094],[-57.4430702613897,-25.1588522571894],[-57.4442418130022,-25.158917021473]]]}"
323,82,175,17,santa rosa,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2008,menos de 1 año,,82,250,82,50,,si,sas,,no,en proceso,en proceso,no,un miembro del asentamiento,,no hubo abandono,no,si,,,en proceso,no,,,en tramite con la sas,,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,90,si,entre 1 y 3 meses,,si,mas de un año,,tira y quema,,gas,,,,,,,no,,provistos por el estado,,únicamente en la calle principal,,si,nivelación y arreglo de calle,todas,7 años,si,senavitat,los que ayuden,si,no,no,no,no,,no,100 personas,,asamblea,no,no,no,no,no,no,no,no,si,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,,,,,,,,,2,1,desagüe fluvial,todos son unidos,,,no,,"POLYGON((-57.494740601165 -25.1659217680743,-57.4948150145144 -25.1626502531107,-57.4939762174547 -25.1625332666198,-57.4938883354731 -25.1657116631228,-57.494740601165 -25.1659217680743))","{""type"":""Polygon"",""coordinates"":[[[-57.494740601165,-25.1659217680743],[-57.4948150145144,-25.1626502531107],[-57.4939762174547,-25.1625332666198],[-57.4938883354731,-25.1657116631228],[-57.494740601165,-25.1659217680743]]]}"
324,80,152,15,san juan,limpio,reubicacion,,e,cedidas por propietario,2008,menos de 1 año,10000,45,,45,30,,si,privada,,si,si,ns/nr,no,comision vecinal,,mas de 2 años,no,invalid,,,,invalid,,,iniciando,,ns/nr,,,,,,algunos cuntan con alcantarillao otros no,conexion irregular,"fuentes naturales(rio, arroyo, lluvia, etc)",,50,no tiene,,si,5,,no,,,servicio de recolección gratuito,,leña y carbón,,tierra,,tierra,,malo,únicamente en la calle principal del barrio,,no,,,,no,,,,si,acción social,les interesa trabajar con techo,si,no,no,no,no,,no,30,,votacion,no,no,no,no,no,no,no,no,si,si,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,mas de 50 cuadras(+5 km),abunda la humedad y afectan bastante a las familias. el camino que llega hasta el asentamiento esta en muy mal estado,,,,2,,3,1,,,,,la tranquilidad en el asentamiento,,,no,,"POLYGON((-57.5045213021552 -25.1440524528779,-57.5037695462343 -25.1440097847546,-57.5036249896926 -25.1439760315997,-57.5020897546742 -25.1441219029755,-57.5018805170394 -25.1442128850077,-57.4963860033526 -25.1471887136617,-57.4952922518066 -25.1470280340904,-57.4954150692052 -25.1452422726045,-57.4927304564859 -25.1447428324463,-57.4921119882386 -25.1474414705635,-57.4952633815049 -25.1479712554507,-57.4959576087334 -25.1479471937287,-57.4967879326514 -25.1476624413081,-57.5022721219763 -25.1447999024123,-57.5044935676471 -25.1447526886567,-57.504542648957 -25.144432092265,-57.5053143493128 -25.1442948410585,-57.5053512595914 -25.141887162397,-57.5046935736732 -25.1418424662789,-57.5045586280375 -25.1431917270981,-57.5045213021552 -25.1440524528779))","{""type"":""Polygon"",""coordinates"":[[[-57.5045213021552,-25.1440524528779],[-57.5037695462343,-25.1440097847546],[-57.5036249896926,-25.1439760315997],[-57.5020897546742,-25.1441219029755],[-57.5018805170394,-25.1442128850077],[-57.4963860033526,-25.1471887136617],[-57.4952922518066,-25.1470280340904],[-57.4954150692052,-25.1452422726045],[-57.4927304564859,-25.1447428324463],[-57.4921119882386,-25.1474414705635],[-57.4952633815049,-25.1479712554507],[-57.4959576087334,-25.1479471937287],[-57.4967879326514,-25.1476624413081],[-57.5022721219763,-25.1447999024123],[-57.5044935676471,-25.1447526886567],[-57.504542648957,-25.144432092265],[-57.5053143493128,-25.1442948410585],[-57.5053512595914,-25.141887162397],[-57.5046935736732,-25.1418424662789],[-57.5045586280375,-25.1431917270981],[-57.5045213021552,-25.1440524528779]]]}"
325,79,135,20,san juan,limpio,migracion por factores economicos,,ocupacion ilegal,,2003,entre 5 y 10 años,,56,,360,50,,si,fiscal,En proceso,ns/nr,en proceso,ns/nr,si,un miembro del asentamiento,,mas de 2 años,no,si,,desconocimiento del proceso,,invalid,,,invalid,,no,,,,,"cajon sobre aseguias, canales, otros",,conexión regular,essap,,100,irregular,,si,mas de un año,,no,,,tira y quema,,gas,,,,,,,no,,no,,,,no,,,,no,,sembrando oportunidades,si,no,no,no,no,,no,70,,boto cada un año,no,no,no,no,si,si,no,no,si,no,no,,a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,,,,,,,,2,,vivienda,se apoyan todos,,,no,,"POLYGON((-57.4717444426261 -25.1594825891927,-57.4701179677708 -25.1592201170866,-57.4701686280914 -25.158987660028,-57.4698336654621 -25.1589237129215,-57.4698107730233 -25.1591671049491,-57.4701179677708 -25.1592201170866,-57.4698145670873 -25.1593329624879,-57.4697317162441 -25.1597465839591,-57.4699972391039 -25.1598266589474,-57.4700978040643 -25.1593467910401,-57.4702268124976 -25.1593430066139,-57.4701188893913 -25.1599099255615,-57.4707976860809 -25.160171493389,-57.470955913212 -25.1594176213509,-57.4710802830192 -25.159423730149,-57.4709243930036 -25.1602025982628,-57.4715237197901 -25.1603864887954,-57.4717444426261 -25.1594825891927))","{""type"":""Polygon"",""coordinates"":[[[-57.4717444426261,-25.1594825891927],[-57.4701179677708,-25.1592201170866],[-57.4701686280914,-25.158987660028],[-57.4698336654621,-25.1589237129215],[-57.4698107730233,-25.1591671049491],[-57.4701179677708,-25.1592201170866],[-57.4698145670873,-25.1593329624879],[-57.4697317162441,-25.1597465839591],[-57.4699972391039,-25.1598266589474],[-57.4700978040643,-25.1593467910401],[-57.4702268124976,-25.1593430066139],[-57.4701188893913,-25.1599099255615],[-57.4707976860809,-25.160171493389],[-57.470955913212,-25.1594176213509],[-57.4710802830192,-25.159423730149],[-57.4709243930036,-25.1602025982628],[-57.4715237197901,-25.1603864887954],[-57.4717444426261,-25.1594825891927]]]}"
326,78,154,17,san francisco,limpio,migracion por factores economicos,,mediante una asociacion social,,2007,entre 2 y 3 años,30000,77,250,81,73,,si,sas,,si,en proceso,en proceso,si,un miembro del asentamiento,,mas de 2 años,si,si,,,en proceso,no,,,finalizando,,si,los propios vecinos,ns/nr,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,ANDE,100,si,mas de un año,,si,mas de un año,,tira y quema,,leña y carbón,,ripio,,tierra,,regular,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"viviendas de emergencias, centro comunitario, acceso a transporte público",todas,3 años,si,"techo, essap",todas las que se puedan,si,no,no,no,no,mesa de trabajo,no,12,,asamblea cada 1 año,no,no,no,no,si,si,si,no,si,no,no,,entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),mas de 50 cuadras(+5 km),dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,dentro del asentamiento,entre 11 y 30 cuadras (1-3 km),,,,2,3,,,,,1,,,ganas de querer progresar,,,Mesa de Trabajo y Programa de Vivienda,,"POLYGON((-57.4962677461577 -25.1663072617036,-57.4964705262393 -25.1628546211298,-57.4956113780757 -25.1626712680123,-57.495483524723 -25.1660757964919,-57.4962677461577 -25.1663072617036))","{""type"":""Polygon"",""coordinates"":[[[-57.4962677461577,-25.1663072617036],[-57.4964705262393,-25.1628546211298],[-57.4956113780757,-25.1626712680123],[-57.495483524723,-25.1660757964919],[-57.4962677461577,-25.1663072617036]]]}"
327,77,71,17,san cayetano de costa azul,limpio,migracion por factores economicos,,mediante una asociacion social,,2014,menos de 1 año,20000,64,360,64,60,,no,municipal,,si,si,no,si,un miembro del asentamiento,,menos de 1 mes,no,si,,invalid,,si,municipalidad,,iniciando,,si,los propios vecinos,ns/nr,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,conexion regular,,100,irregular,0,si,entre 3 y 6 meses,,no,,,tira y quema,,leña y carbón,,tierra,,tierra,,malo,no,,hechos por los vecinos,,en algunas de las calles del asentamiento,,no,,,,si,senavitat,los que más le ayude nada más,si,no,no,no,no,,no,34,,voto,no,no,no,no,si,no,si,no,si,no,no,,entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),,,,,,,,2,,1,,,apoyo mutuo,,,no,,,
328,76,45,21,san cayetano 2,limpio,desastre natural,,e,cedidas por propietario,2012,menos de 1 año,40000,83,240,83,0,,no,privada,,si,si,si,no,sas,,no hubo abandono,no,si,,invalid,,no,,,iniciando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,pozo privado,,,100,irregular,,si,entre 6 meses y un año,,no,,,tira y quema,,,,,,,,,no,,no,,,,no,,,,no,,les interesaria trabajar con techo,si,si,no,no,no,,no,83,,asamblea municipal,no,si,no,no,si,no,no,no,no,no,no,,entre 31 y 50 cuadras (3-5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),,,2,,,,,1,,,,,,,,no,,"POLYGON((-57.4660177633674 -25.1278894747708,-57.4660945752677 -25.1273686314353,-57.4588715692076 -25.1273442416256,-57.4589646603321 -25.1278517302826,-57.4660177633674 -25.1278894747708))","{""type"":""Polygon"",""coordinates"":[[[-57.4660177633674,-25.1278894747708],[-57.4660945752677,-25.1273686314353],[-57.4588715692076,-25.1273442416256],[-57.4589646603321,-25.1278517302826],[-57.4660177633674,-25.1278894747708]]]}"
329,75,141,8,san cayetano,limpio,f,no contaban con viviendas,ocupacion ilegal,,2005,entre 5 y 10 años,10966,41,270,38,10,,si,privada,,si,no,no,si,propietario o particular,,mas de 2 años,no,si,,,en proceso,invalid,,,finalizando,,no,,,,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,,,100,ANDE,50,si,,,si,,,tira y quema,,leña y carbón,,,,,,,no,,provistos por el estado,,en algunas de las calles del asentamiento,,no,,,,no,,comedor,si,no,no,no,no,,no,38,,por votación interna,no,no,no,si,si,no,no,no,no,no,no,,entre 31 y 50 cuadras (3-5 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 31 y 50 cuadras (3-5 km),,a menos de 10 cuadras (1 km),entre 31 y 50 cuadras (3-5 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),falta transporte público,,,,,,,,,2,1,titularidad del terreno,"sentimiento de superación, perseverancia",,,no,,"POLYGON((-57.453654068822 -25.1741851121801,-57.4529490928442 -25.1732166891067,-57.4522168817758 -25.1735860777016,-57.4529676901903 -25.1746270220204,-57.453654068822 -25.1741851121801))","{""type"":""Polygon"",""coordinates"":[[[-57.453654068822,-25.1741851121801],[-57.4529490928442,-25.1732166891067],[-57.4522168817758,-25.1735860777016],[-57.4529676901903,-25.1746270220204],[-57.453654068822,-25.1741851121801]]]}"
330,74,139,7,san agustin,limpio,vinculos familiares,,ns/nr,,2007,menos de 1 año,2000,47,299,47,12,,no,fiscal,,si,no,no,si,un miembro del asentamiento,,mas de 2 años,no,si,,ya se ha intentado legalizar y no se ha dado resultado,,no,,,iniciando,,si,los propios vecinos,ns/nr,ns/nr,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,aguateria privada,,100,irregular,,si,entre 1 y 3 meses,,no,,,tira y quema,,gas,,,,tierra,,regular,no,,no,,,,no,,,,si,habitat para la humanidad,le interesa que se les ompre el terreno,si,no,no,no,no,,no,30,,asamblea,no,no,no,no,si,no,no,si,si,no,si,,mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),entre 11 y 30 cuadras (1-3 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),mas de 50 cuadras(+5 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),mas de 50 cuadras(+5 km),hay una zanja que afecta a vecinos del barrio,,,,,,3,2,,,1,"legalizacion del terreno, relleno de l antera",unidos como una familia enorm,,,no,,"POLYGON((-57.4689541299379 -25.1879300987093,-57.4692722076107 -25.1868713740623,-57.4690124737603 -25.1868253903245,-57.4689508770523 -25.1868891963977,-57.4689344226294 -25.1868597534291,-57.4685123287972 -25.186729002551,-57.4684165859169 -25.186824548319,-57.468323786724 -25.1867331805347,-57.4677761943684 -25.1866727590813,-57.4677673282411 -25.1878213426999,-57.4677731405084 -25.1879016346787,-57.4689541299379 -25.1879300987093))","{""type"":""Polygon"",""coordinates"":[[[-57.4689541299379,-25.1879300987093],[-57.4692722076107,-25.1868713740623],[-57.4690124737603,-25.1868253903245],[-57.4689508770523,-25.1868891963977],[-57.4689344226294,-25.1868597534291],[-57.4685123287972,-25.186729002551],[-57.4684165859169,-25.186824548319],[-57.468323786724,-25.1867331805347],[-57.4677761943684,-25.1866727590813],[-57.4677673282411,-25.1878213426999],[-57.4677731405084,-25.1879016346787],[-57.4689541299379,-25.1879300987093]]]}"
331,73,497,,saladito ricón i,limpio,migracion por factores economicos,,ocupacion de tierras cedidas por el estado,,2007,menos de 1 año,802500,165,300,165,20,,no,sas,,si,si,si,si,,organización sin techo,menos de 1 mes,no,si,mas de 7 años,,,si,sas,procuraduria,finalizando,,si,los propios vecinos,ns/nr,para uso particular del vendedor,,letrina sanitaria conectado a pozo negro o pozo ciego,,conexión regular,"fuentes naturales(rio, arroyo, lluvia, etc)",manantial,95,ANDE,100,si,entre 1 a 3 meses,,si,entre 6 meses y un año,,,,,,ripio,,ripio,,malo,no,,provistos por el estado,,en todas las calles del asentamiento,,si,"senavitat, viviendas",62,1 año,si,fonavis,sembrando oportunidad,si,no,no,si,no,,no,50,,"asamblea, votacion",no,no,no,no,no,no,no,no,no,si,no,,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),entre 11 y 30 cuadras (1-3 km),entre 11 y 30 cuadras (1-3 km),dentro del asentamiento,entre 31 y 50 cuadras (3-5 km),a menos de 10 cuadras (1 km),dentro del asentamiento,a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),a menos de 10 cuadras (1 km),,,,,,1,,,2,3,,,"trabajadores, las viviendas, terrenos propio, union de los vecinos",,,no,,"POLYGON((-57.4637049167702 -25.1565566999341,-57.4633273547919 -25.155927606613,-57.4622758002289 -25.1561026154334,-57.462188664586 -25.1557789745775,-57.4604504287704 -25.1559434387328,-57.4605289705982 -25.1553250362539,-57.4594106563046 -25.1554729235466,-57.4597268796438 -25.1564699346421,-57.4573764116543 -25.1566183714712,-57.4563223005437 -25.1567275934939,-57.4558927358323 -25.156762712687,-57.4553332989432 -25.1568125996925,-57.4526378184895 -25.1570095340976,-57.4525624773477 -25.1573287405484,-57.459885641886 -25.1569496866949,-57.4604555566051 -25.1569215452501,-57.4616019647557 -25.1568608451984,-57.4622117573229 -25.1567914326688,-57.4637049167702 -25.1565566999341))","{""type"":""Polygon"",""coordinates"":[[[-57.4637049167702,-25.1565566999341],[-57.4633273547919,-25.155927606613],[-57.4622758002289,-25.1561026154334],[-57.462188664586,-25.1557789745775],[-57.4604504287704,-25.1559434387328],[-57.4605289705982,-25.1553250362539],[-57.4594106563046,-25.1554729235466],[-57.4597268796438,-25.1564699346421],[-57.4573764116543,-25.1566183714712],[-57.4563223005437,-25.1567275934939],[-57.4558927358323,-25.156762712687],[-57.4553332989432,-25.1568125996925],[-57.4526378184895,-25.1570095340976],[-57.4525624773477,-25.1573287405484],[-57.459885641886,-25.1569496866949],[-57.4604555566051,-25.1569215452501],[-57.4616019647557,-25.1568608451984],[-57.4622117573229,-25.1567914326688],[-57.4637049167702,-25.1565566999341]]]}"
